Program Number,Program Name,Fiscal Year,Agency,CFDA Obligations,USASpending Obligations,Delta,Percent under/over reported
10.684,International Forestry Programs,2007,Department of Agriculture,361620.00,211735.00,-149885.00,-0.41
10.760,Water and Waste Disposal Systems for Rural Communities,2007,Department of Agriculture,424385000.00,370120889.00,-54264111.00,-0.13
10.761,Technical Assistance and Training Grants,2007,Department of Agriculture,18358694.00,18318693.00,-40001.00,0.00
10.762,Solid Waste Management Grants,2007,Department of Agriculture,3465000.00,3796162.00,331162.00,0.10
10.763,Emergency Community Water Assistance Grants,2007,Department of Agriculture,6959192.00,6946341.00,-12851.00,0.00
10.769,Rural Business Enterprise Grants,2007,Department of Agriculture,41925672.00,41024480.00,-901192.00,-0.02
10.770,Water and Waste Disposal Loans and Grants (Section 306C),2007,Department of Agriculture,41085000.00,10598836.00,-30486164.00,-0.74
10.771,Rural Cooperative Development Grants,2007,Department of Agriculture,3586838.00,29169961.00,25583123.00,7.13
10.772,Empowerment Zones Program,2007,Department of Agriculture,11697938.00,11197938.00,-500000.00,-0.04
10.773,Rural Business Opportunity Grants,2007,Department of Agriculture,6939689.00,6770637.00,-169052.00,-0.02
10.854,Rural Economic Development Loans and Grants,2007,Department of Agriculture,9963000.00,9663333.00,-299667.00,-0.03
10.855,Distance Learning and Telemedicine Loans and Grants,2007,Department of Agriculture,15000000.00,,-15000000.00,-1.00
10.857,State Bulk Fuel Revolving Fund Grants,2007,Department of Agriculture,500000.00,500000.00,0.00,0.00
10.858,Denali Commmission Grants and Loans,2007,Department of Agriculture,15000000.00,15000000.00,0.00,0.00
10.859,Assistance to High Energy Cost Rural Communities,2007,Department of Agriculture,3928578.00,4187414.00,258836.00,0.07
10.861,Public Television Station Digital Transition Grant Program,2007,Department of Agriculture,4950000.00,4950000.00,0.00,0.00
10.862,Household Water Well System Grant Program,2007,Department of Agriculture,990000.00,990000.00,0.00,0.00
10.863,Community Connect Grant Program,2007,Department of Agriculture,0.00,10342774.00,10342774.00,0.00
10.864,Grant Program to Establish a Fund for Financing Water and Wastewater Projects,2007,Department of Agriculture,495000.00,495000.00,0.00,0.00
10.904,Watershed Protection and Flood Prevention,2007,Department of Agriculture,17974600.00,10163144.00,-7811456.00,-0.43
10.916,Watershed Rehabilitation Program,2007,Department of Agriculture,15300000.00,23850031.00,8550031.00,0.56
10.923,Emergency Watershed Protection Program,2007,Department of Agriculture,213143008.00,95503668.00,-117639340.00,-0.55
10.960,Technical Agricultural Assistance,2007,Department of Agriculture,7000000.00,,-7000000.00,-1.00
10.961,Scientific Cooperation and Research,2007,Department of Agriculture,830000.00,,-830000.00,-1.00
11.112,Market Development Cooperator Program,2007,Department of Commerce,2000000.00,575992.00,-1424008.00,-0.71
11.113,ITA Special Projects,2007,Department of Commerce,500000.00,9168133.00,8668133.00,17.34
11.300,Investments for Public Works and Economic Development Facilities,2007,Department of Commerce,176990281.00,175490281.00,-1500000.00,-0.01
11.302,Economic Development_Support for Planning Organizations,2007,Department of Commerce,29597524.00,29595900.00,-1624.00,0.00
11.303,Economic Development_Technical Assistance,2007,Department of Commerce,8161852.00,8161852.00,0.00,0.00
11.307,Economic Adjustment Assistance,2007,Department of Commerce,64228016.00,64238016.00,10000.00,0.00
11.312,Research and Evaluation Program,2007,Department of Commerce,993236.00,993236.00,0.00,0.00
11.313,Trade Adjustment Assistance for Firms,2007,Department of Commerce,12912953.00,12912953.00,0.00,0.00
11.400,Geodetic Surveys and Services (Geodesy and Applications of the National Geodetic Reference System),2007,Department of Commerce,17217921.00,15266722.00,-1951199.00,-0.11
11.417,Sea Grant Support,2007,Department of Commerce,51250000.00,43595557.00,-7654443.00,-0.15
11.420,Coastal Zone Management Estuarine Research Reserves,2007,Department of Commerce,23178000.00,23734785.00,556785.00,0.02
11.429,Marine Sanctuary Program,2007,Department of Commerce,12071934.00,5143341.00,-6928593.00,-0.57
11.430,Undersea Research,2007,Department of Commerce,8000000.00,3300000.00,-4700000.00,-0.59
11.431,Climate and Atmospheric Research,2007,Department of Commerce,45000000.00,35815625.00,-9184375.00,-0.20
11.433,Marine Fisheries Initiative,2007,Department of Commerce,2500000.00,1637802.00,-862198.00,-0.34
11.434,Cooperative Fishery Statistics,2007,Department of Commerce,5000000.00,7878591.00,2878591.00,0.58
11.436,Columbia River Fisheries Development Program,2007,Department of Commerce,13200000.00,12951000.00,-249000.00,-0.02
11.437,Pacific Fisheries Data Program,2007,Department of Commerce,20000000.00,17340488.00,-2659512.00,-0.13
11.438,Pacific Coast Salmon Recovery_Pacific Salmon Treaty Program,2007,Department of Commerce,95000000.00,73442214.00,-21557786.00,-0.23
11.439,Marine Mammal Data Program,2007,Department of Commerce,25000000.00,15987848.00,-9012152.00,-0.36
11.440,"Environmental Sciences, Applications, Data, and Education",2007,Department of Commerce,22000000.00,3066392.00,-18933608.00,-0.86
11.441,Regional Fishery Management Councils,2007,Department of Commerce,22000000.00,23433087.00,1433087.00,0.07
11.443,Short Term Climate Fluctuations,2007,Department of Commerce,0.00,,0.00,0.00
11.444,Hawaii Sustainable Fisheries Development (Aquaculture Program),2007,Department of Commerce,525000.00,1058839.00,533839.00,1.02
11.445,Hawaii Stock Management Program,2007,Department of Commerce,500000.00,,-500000.00,-1.00
11.449,Independent Education and Science Projects and Programs,2007,Department of Commerce,10000.00,,-10000.00,-1.00
11.450,Automated Flood Warning Systems (AFWS),2007,Department of Commerce,425000.00,285929.00,-139071.00,-0.33
11.452,Unallied Industry Projects,2007,Department of Commerce,14000000.00,450000.00,-13550000.00,-0.97
11.454,Unallied Management Projects,2007,Department of Commerce,12000000.00,147873238.00,135873238.00,11.32
11.455,Cooperative Science and Education Program,2007,Department of Commerce,6200000.00,3698087.00,-2501913.00,-0.40
11.457,Chesapeake Bay Studies,2007,Department of Commerce,13500000.00,11161560.00,-2338440.00,-0.17
11.459,Weather and Air Quality Research,2007,Department of Commerce,0.00,368841.00,368841.00,0.00
11.460,Special Oceanic and Atmospheric Projects,2007,Department of Commerce,0.00,8675902.00,8675902.00,0.00
11.463,Habitat Conservation,2007,Department of Commerce,32500000.00,61699528.00,29199528.00,0.90
11.469,Congressionally Identified Awards and  Projects,2007,Department of Commerce,0.00,7926571.00,7926571.00,0.00
11.472,Unallied Science Program,2007,Department of Commerce,34000000.00,17558556.00,-16441444.00,-0.48
11.473,Coastal Services Center,2007,Department of Commerce,27000000.00,20351663.00,-6648337.00,-0.25
11.474,Atlantic Coastal Fisheries Cooperative Management Act,2007,Department of Commerce,9250000.00,7019370.00,-2230630.00,-0.24
11.477,Fisheries Disaster Relief,2007,Department of Commerce,0.00,,0.00,0.00
11.478,Center for Sponsored Coastal Ocean Research_Coastal Ocean Program,2007,Department of Commerce,16000000.00,10129639.00,-5870361.00,-0.37
11.481,Educational Partnership Program,2007,Department of Commerce,14400000.00,15759002.00,1359002.00,0.09
11.550,Public Telecommunications Facilities Planning and Construction,2007,Department of Commerce,22450443.00,22190655.00,-259788.00,-0.01
11.553,Special Projects,2007,Department of Commerce,7855000.00,,-7855000.00,-1.00
11.554,Low-Power Television and Translator Digital-to-Analog Conversion,2007,Department of Commerce,10000000.00,,-10000000.00,-1.00
11.555,Public Safety Interoperable Communications Grant Program,2007,Department of Commerce,968385000.00,,-968385000.00,-1.00
11.609,Measurement and Engineering Research and Standards,2007,Department of Commerce,34362000.00,39918332.00,5556332.00,0.16
11.618,National Institute of Standards and Technology Construction Grant Program ,2007,Department of Commerce,0.00,,0.00,0.00
11.702,Internship Program for Postsecondary Students,2007,Department of Commerce,1270000.00,1659423.00,389423.00,0.31
11.800,Minority Business Enterprise Centers,2007,Department of Commerce,8400000.00,7350041.00,-1049959.00,-0.12
11.801,Native American Business Enterprise Centers,2007,Department of Commerce,1591500.00,1840500.00,249000.00,0.16
11.803,Minority Business Opportunity Center (MBOC),2007,Department of Commerce,1655000.00,1726750.00,71750.00,0.04
12.114,Collaborative Research and Development,2007,Department of Defense,6000000.00,236613.00,-5763387.00,-0.96
12.300,Basic and Applied Scientific Research,2007,Department of Defense,480000000.00,542506140.00,62506140.00,0.13
12.350,Department of Defense HIV/AIDS Prevention Program,2007,Department of Defense,10000000.00,,-10000000.00,-1.00
12.351,Basic  Scientific Research - Combating Weapons of Mass Destruction ,2007,Department of Defense,13298000.00,16469526.00,3171526.00,0.24
12.352,Scientific Research - Combating Weapons of Mass Destruction,2007,Department of Defense,500000.00,,-500000.00,-1.00
12.360,Research on Chemical and Biological Defense,2007,Department of Defense,3752500.00,,-3752500.00,-1.00
12.420,Military Medical Research and Development,2007,Department of Defense,140000000.00,725631925.00,585631925.00,4.18
12.550,National Flagship Language Program Grants To U.S. Institutions Of Higher Education,2007,Department of Defense,12000000.00,,-12000000.00,-1.00
12.551,National Security Education Program David L. Boren Scholarships,2007,Department of Defense,2000000.00,,-2000000.00,-1.00
12.552,National Security Education Program David L. Boren Fellowships,2007,Department of Defense,2000000.00,,-2000000.00,-1.00
12.553,National Flagship Language Program Fellowships,2007,Department of Defense,12000000.00,,-12000000.00,-1.00
12.554,English for Heritage Language Speakers Grants to U.S. Institutions of Higher Education,2007,Department of Defense,2000000.00,,-2000000.00,-1.00
12.555,English for Heritage Language Speakers Scholarships,2007,Department of Defense,2000000.00,,-2000000.00,-1.00
12.607,"Community Economic Adjustment Assistance for Establishment, Expansion, Realignment, or Closure of a Military Installation",2007,Department of Defense,60000000.00,129000355.00,69000355.00,1.15
12.610,Community Economic Adjustment Planning Assistance for Joint Land Use Studies,2007,Department of Defense,1200000.00,23318449.00,22118449.00,18.43
12.611,Community Economic Adjustment Planning Assistance for Reductions in Defense Industry Employment,2007,Department of Defense,2000000.00,-57686.00,-2057686.00,-1.03
12.614,Community Economic Adjustment Diversification Planning,2007,Department of Defense,1500000.00,482161.00,-1017839.00,-0.68
12.615,RESEARCH AND TECHNICAL ASSISTANCE,2007,Department of Defense,643287.00,,-643287.00,-1.00
12.630,"Basic, Applied, and Advanced Research in Science and Engineering",2007,Department of Defense,215000000.00,291630764.00,76630764.00,0.36
12.800,Air Force Defense Research Sciences Program,2007,Department of Defense,275000000.00,337968863.00,62968863.00,0.23
12.901,Mathematical Sciences Grants Program,2007,Department of Defense,3000000.00,10176585.00,7176585.00,2.39
12.902,Information Security Grant Program,2007,Department of Defense,2000000.00,16142665.00,14142665.00,7.07
14.169,Housing Counseling Assistance Program,2007,Department of Housing and Urban Development,38580000.00,,-38580000.00,-1.00
14.225,Community Development Block Grants/Special Purpose Grants/Insular Areas,2007,Department of Housing and Urban Development,6930000.00,,-6930000.00,-1.00
14.227,Community Development Block Grants/Technical Assistance Program,2007,Department of Housing and Urban Development,0.00,,0.00,0.00
14.235,Supportive Housing Program,2007,Department of Housing and Urban Development,951924000.00,,-951924000.00,-1.00
14.238,Shelter Plus Care,2007,Department of Housing and Urban Development,315226000.00,,-315226000.00,-1.00
14.246,Community Development Block Grants/Brownfields Economic Development Initiative,2007,Department of Housing and Urban Development,9900000.00,,-9900000.00,-1.00
14.247,Self-Help Homeownership Opportunity Program,2007,Department of Housing and Urban Development,19800000.00,,-19800000.00,-1.00
14.249,Section 8 Moderate Rehabilitation Single Room Occupancy,2007,Department of Housing and Urban Development,14450000.00,,-14450000.00,-1.00
14.250,Rural Housing and Economic Development,2007,Department of Housing and Urban Development,16830000.00,,-16830000.00,-1.00
14.251,"Economic Development Initiative-Special Project, Neighborhood Initiative and Miscellaneous Grants",2007,Department of Housing and Urban Development,0.00,,0.00,0.00
14.252,Section 4 Capacity Building for Affordable Housing and Community Development Grants,2007,Department of Housing and Urban Development,29590000.00,,-29590000.00,-1.00
14.316,Housing Counseling Training Program,2007,Department of Housing and Urban Development,3000000.00,,-3000000.00,-1.00
14.401,Fair Housing Assistance Program_State and Local,2007,Department of Housing and Urban Development,26000000.00,,-26000000.00,-1.00
